,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
103,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG WOODLAND'}),0.05457122608079376,0.09780297661233169,0.023387668320340185,0.4285714285714286,4.381987577639752,0.01805043997225405,1.5788447909284196
236,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.14457831325301204,0.2232459248759745,0.06165839829907867,0.42647058823529416,1.9103174603174604,0.02938187903990163,1.3543404386777882
555,frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER PLATES'})",0.09142452161587526,0.041814316087880936,0.03897944720056697,0.42635658914728686,10.19642622520037,0.03515659335553746,1.670350719252208
560,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",0.05669737774627923,0.07087172218284904,0.024096385542168676,0.42500000000000004,5.996750000000001,0.020078144738038328,1.6158752657689583
404,frozenset({'PLASTERS IN TIN SPACEBOY'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.10985116938341602,0.08291991495393337,0.04606661941885188,0.41935483870967744,5.057347670250897,0.036957769795988894,1.5794157020237816
61,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06449326718639263,0.14953933380581147,0.026931254429482635,0.41758241758241754,2.7924587261080154,0.01728697421946928,1.4602249174277575
248,frozenset({'RED  HARMONICA IN BOX'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05102763997165131,0.2232459248759745,0.021261516654854713,0.4166666666666667,1.8664021164021163,0.009869803975145171,1.3315784144983296
12,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.059532246633593196,0.2232459248759745,0.024805102763997167,0.4166666666666667,1.8664021164021163,0.011514771304336034,1.3315784144983296
388,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05457122608079376,0.2232459248759745,0.022678951098511695,0.4155844155844156,1.861554318697176,0.01049614726048899,1.3291125285455547
383,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.05457122608079376,0.14953933380581147,0.022678951098511695,0.4155844155844156,2.779097679571614,0.014518406305423472,1.4552326954878336
98,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05457122608079376,0.058823529411764705,0.022678951098511695,0.4155844155844156,7.0649350649350655,0.01946887897611206,1.6104575163398693
337,frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.07016300496102056,0.13536498936924168,0.029057406094968107,0.41414141414141414,3.059442593474007,0.019559791674305507,1.4758425181456047
132,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.09780297661233169,0.2232459248759745,0.040396881644223954,0.41304347826086957,1.8501725327812284,0.018562765674780664,1.3233587946557472
96,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0892983699503898,0.13536498936924168,0.0368532955350815,0.4126984126984127,3.0487825147511005,0.024765422636056376,1.4722163694523722
180,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.05669737774627923,0.2232459248759745,0.023387668320340185,0.41250000000000003,1.8477380952380953,0.010730209787329583,1.3221345959557882
397,frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",0.07583274273564848,0.06520198440822111,0.03118355776045358,0.411214953271028,6.306785859406745,0.026239112450971186,1.5876728201320691
154,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.10276399716513111,0.2232459248759745,0.041814316087880936,0.4068965517241379,1.82263820470717,0.01887267249679922,1.3096434987556242
216,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.10985116938341602,0.2232459248759745,0.0446491849751949,0.4064516129032258,1.8206451612903225,0.020125359067486855,1.3086617570024344
187,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.13961729270021261,0.07583274273564848,0.05669737774627923,0.40609137055837563,5.355092746335215,0.04610981550749628,1.5560764930006603
80,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0892983699503898,0.07937632884479093,0.03614457831325301,0.4047619047619047,5.099277210884353,0.029056401534767073,1.5466477675407508
101,frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.05457122608079376,0.06591070163004961,0.021970233876683204,0.4025974025974026,6.108225108225108,0.018373406076886024,1.563584260314917
50,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06165839829907867,0.14953933380581147,0.024805102763997167,0.40229885057471265,2.6902543988669176,0.015584746958819564,1.4228861145941232
163,frozenset({'MINI PAINT SET VINTAGE'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.06165839829907867,0.13961729270021261,0.024805102763997167,0.40229885057471265,2.8814399906645662,0.01619652412124841,1.4394864525977213
164,frozenset({'MINI PAINT SET VINTAGE'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06165839829907867,0.2232459248759745,0.024805102763997167,0.40229885057471265,1.802043422733078,0.011040116609348137,1.299569317995966
480,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.07087172218284904,0.07583274273564848,0.028348688873139617,0.4,5.274766355140187,0.022974291797615273,1.5402787621072527
153,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.10276399716513111,0.14953933380581147,0.041105598866052445,0.4,2.674881516587678,0.02573833919075644,1.4174344436569808
113,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.06591070163004961,0.10985116938341602,0.026222537207654145,0.3978494623655914,3.6217134928893513,0.01898216955871177,1.478282879416827
319,frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'}),frozenset({'SAVE THE PLANET COTTON TOTE BAG'}),0.07016300496102056,0.04535790219702339,0.027639971651311126,0.3939393939393939,8.685132575757574,0.024457524934439888,1.5751594613749114
37,frozenset({'CHILDS BREAKFAST SET CIRCUS PARADE'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.05315379163713678,0.13961729270021261,0.020552799433026223,0.3866666666666667,2.769475465313029,0.013131610947897984,1.40279789233661
99,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.058823529411764705,0.05457122608079376,0.022678951098511695,0.3855421686746988,7.0649350649350655,0.01946887897611206,1.5386389850057671
284,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'RETROSPOT PARTY BAG + STICKER SET'}),0.06449326718639263,0.04748405386250886,0.024805102763997167,0.38461538461538464,8.099885189437428,0.021742700991149323,1.547838412473423
11,frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.059532246633593196,0.13961729270021261,0.022678951098511695,0.380952380952381,2.7285472564660385,0.014367219995168067,1.3898489887150411
65,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.05598866052445074,0.10276399716513111,0.021261516654854713,0.379746835443038,3.6953295504146664,0.015507898103440568,1.4465641678358092
308,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.09780297661233169,0.2232459248759745,0.0368532955350815,0.3768115942028985,1.6878766965723484,0.01501917956563821,1.2464193298501802
17,frozenset({'ASSORTED COLOUR MINI CASES'}),frozenset({'RED RETROSPOT MINI CASES'}),0.05457122608079376,0.07087172218284904,0.020552799433026223,0.37662337662337664,5.314155844155844,0.01668524265905076,1.4904766123316797
372,"frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.05457122608079376,0.13961729270021261,0.020552799433026223,0.37662337662337664,2.697541037642561,0.012933712588294562,1.3801972596267422
55,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'CIRCUS PARADE LUNCH BOX'}),0.10559886605244508,0.06165839829907867,0.039688164422395464,0.37583892617449666,6.095502584278331,0.03317710747940275,1.5033645016498631
481,frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",0.07583274273564848,0.07087172218284904,0.028348688873139617,0.37383177570093457,5.274766355140187,0.022974291797615273,1.4838317272602264
62,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06449326718639263,0.2232459248759745,0.024096385542168676,0.37362637362637363,1.6736089307517878,0.009698526460869116,1.2400810673032687
468,"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.057406094968107724,0.13961729270021261,0.021261516654854713,0.3703703703703704,2.6527542771197594,0.013246633090916215,1.3664901821820155
406,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06520198440822111,0.14953933380581147,0.024096385542168676,0.3695652173913044,2.471357922934268,0.014346124230946384,1.3490065739631958
563,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.06520198440822111,0.04535790219702339,0.024096385542168676,0.3695652173913044,8.147758152173914,0.02113896031032874,1.5142598792736872
108,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.09780297661233169,0.06591070163004961,0.03614457831325301,0.3695652173913043,5.607059373539037,0.029698315503226897,1.4816588870695764
40,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.06165839829907867,0.040396881644223954,0.022678951098511695,0.367816091954023,9.105061504335552,0.020188144080051394,1.5179176599445912
49,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.06165839829907867,0.14457831325301204,0.022678951098511695,0.367816091954023,2.5440613026819925,0.013764483874548514,1.3531215772179628
42,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),0.06165839829907867,0.10276399716513111,0.022678951098511695,0.367816091954023,3.5792310741181135,0.016342687630498648,1.4192642226660654
46,frozenset({'CIRCUS PARADE LUNCH BOX'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.06165839829907867,0.10985116938341602,0.022678951098511695,0.367816091954023,3.3483129403040413,0.015905703943049472,1.4080536047935055
67,frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.05598866052445074,0.10985116938341602,0.020552799433026223,0.3670886075949367,3.3416904859126175,0.014402379602204207,1.4064351523742027
430,"frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.05669737774627923,0.14953933380581147,0.020552799433026223,0.3625,2.424111374407583,0.012074311336311186,1.334055946971276
68,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.10559886605244508,0.05598866052445074,0.03827072997873848,0.3624161073825503,6.473026930592133,0.03235839091556119,1.4806072587563877
527,"frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND', 'RED TOADSTOOL LED NIGHT LIGHT'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.057406094968107724,0.13536498936924168,0.020552799433026223,0.3580246913580247,2.644883976472109,0.012782023997938641,1.346835305020989
250,frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.059532246633593196,0.2232459248759745,0.021261516654854713,0.35714285714285715,1.5997732426303855,0.00797118519519358,1.2082841168595952
439,frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.07583274273564848,0.060240963855421686,0.026931254429482635,0.35514018691588783,5.895327102803738,0.022363016915286943,1.457307490832897
116,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06591070163004961,0.2232459248759745,0.023387668320340185,0.3548387096774194,1.5894521249359959,0.00867337277571536,1.2039688164422395
466,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.060240963855421686,0.16796598157335224,0.021261516654854713,0.35294117647058826,2.1012658227848102,0.011143084029953976,1.285870755750274
576,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",0.060240963855421686,0.07087172218284904,0.021261516654854713,0.35294117647058826,4.98,0.016992135800466216,1.43592552026287
339,frozenset({'WOODLAND PARTY BAG + STICKER SET'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.06449326718639263,0.13536498936924168,0.022678951098511695,0.3516483516483517,2.597779184166619,0.013948820671437993,1.3335895926677799
274,frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.13536498936924168,0.16796598157335224,0.04748405386250886,0.3507853403141361,2.088430865752093,0.02474734055243779,1.2816007864474976
496,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'SPACEBOY LUNCH BOX'}),0.07087172218284904,0.10559886605244508,0.024805102763997167,0.35000000000000003,3.3144295302013425,0.01732112926630439,1.3760017445347001
105,frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.058823529411764705,0.06591070163004961,0.020552799433026223,0.3493975903614458,5.301075268817204,0.016675699337140953,1.4357298474945535
226,frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.07583274273564848,0.14953933380581147,0.026222537207654145,0.34579439252336447,2.31239757275103,0.014882559378297782,1.2999898754682593
351,frozenset({'CIRCUS PARADE LUNCH BOX'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'SPACEBOY LUNCH BOX'})",0.06165839829907867,0.03401842664776754,0.021261516654854713,0.3448275862068966,10.136494252873565,0.01916399495509867,1.4743929277481442
579,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",0.06165839829907867,0.06520198440822111,0.021261516654854713,0.3448275862068966,5.288605697151425,0.0172412667303223,1.4267969711663995
276,frozenset({'WOODLAND DESIGN  COTTON TOTE BAG'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.07016300496102056,0.16796598157335224,0.024096385542168676,0.3434343434343434,2.0446660699825254,0.012311387543754876,1.2672518126805865
268,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.16796598157335224,0.2232459248759745,0.057406094968107724,0.34177215189873417,1.5309222423146471,0.01990837406406381,1.180068691053808
590,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",0.060240963855421686,0.03756201275690999,0.020552799433026223,0.3411764705882353,9.08301886792453,0.01829002758020032,1.460843373493976
58,frozenset({'COFFEE MUG APPLES DESIGN'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.06449326718639263,0.16796598157335224,0.021970233876683204,0.34065934065934067,2.028144850929661,0.011137558948848297,1.2619182612804156
565,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'PLASTERS IN TIN STRONGMAN', 'PLASTERS IN TIN CIRCUS PARADE'})",0.07087172218284904,0.05669737774627923,0.024096385542168676,0.34,5.9967500000000005,0.020078144738038328,1.4292463973541225
143,frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.10276399716513111,0.13961729270021261,0.03472714386959603,0.3379310344827586,2.420409592158235,0.0203795127983481,1.2995363808173872
219,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.10559886605244508,0.10985116938341602,0.03543586109142452,0.3355704697986577,3.054773760554232,0.023835702170000715,1.3397189470896063
74,frozenset({'GUMBALL COAT RACK'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.06803685329553508,0.14953933380581147,0.022678951098511695,0.33333333333333337,2.229067930489732,0.012504765382453651,1.2756909992912828
593,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})","frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF 4 FRUITS'})",0.06165839829907867,0.0446491849751949,0.020552799433026223,0.3333333333333333,7.465608465608465,0.017799802202096416,1.4330262225372075
115,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.06591070163004961,0.14457831325301204,0.021970233876683204,0.3333333333333333,2.3055555555555554,0.01244097580968808,1.2831325301204817
94,frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.0892983699503898,0.2232459248759745,0.029766123316796598,0.3333333333333333,1.4931216931216929,0.009830626127304898,1.1651311126860382
100,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.06591070163004961,0.05457122608079376,0.021970233876683204,0.3333333333333333,6.108225108225108,0.018373406076886024,1.418143160878809
510,"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN STRONGMAN'}),0.06165839829907867,0.07583274273564848,0.020552799433026223,0.3333333333333333,4.395638629283488,0.015877073977320043,1.3862508858965272
528,"frozenset({'WOODLAND CHARLOTTE BAG', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.06165839829907867,0.16796598157335224,0.020552799433026223,0.3333333333333333,1.9845288326300983,0.010196286040480762,1.2480510276399714
205,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.09780297661233169,0.13961729270021261,0.03260099220411056,0.33333333333333326,2.387478849407783,0.018946005391474598,1.290574060949681
403,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",0.13961729270021261,0.07087172218284904,0.04606661941885188,0.3299492385786802,4.655583756345178,0.0361717014386809,1.3866535661362027
291,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.10559886605244508,0.14953933380581147,0.03472714386959603,0.32885906040268453,2.199147555583829,0.01893595978946427,1.2671863926293407
574,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})","frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",0.06520198440822111,0.06165839829907867,0.021261516654854713,0.32608695652173914,5.288605697151424,0.0172412667303223,1.3923778605884638
2,frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND'}),0.06520198440822111,0.2232459248759745,0.021261516654854713,0.32608695652173914,1.460662525879917,0.006705439341892522,1.1526028211517798
139,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.09780297661233169,0.13536498936924168,0.031892274982282066,0.3260869565217391,2.4089460505349414,0.018653176092873595,1.2830067899682218
272,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.09780297661233169,0.16796598157335224,0.031892274982282066,0.3260869565217391,1.9413869014859655,0.015464702014796161,1.234631124116961
442,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.08291991495393337,0.16796598157335224,0.026931254429482635,0.3247863247863248,1.9336434779472753,0.013003529522266327,1.2322529133660478
73,frozenset({'GUMBALL COAT RACK'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.06803685329553508,0.13961729270021261,0.021970233876683204,0.3229166666666667,2.31287013536379,0.012471112615719059,1.270719075396609
209,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.10985116938341602,0.07583274273564848,0.03543586109142452,0.3225806451612903,4.253843834790473,0.027105545624361786,1.3642469035807092
111,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.06591070163004961,0.13961729270021261,0.021261516654854713,0.3225806451612903,2.310463402652694,0.012059242933295695,1.270088758394924
218,frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'SPACEBOY LUNCH BOX'}),0.10985116938341602,0.10559886605244508,0.03543586109142452,0.3225806451612903,3.0547737605542324,0.023835702170000715,1.3203064358273429
203,frozenset({'SPACEBOY LUNCH BOX'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.10559886605244508,0.13961729270021261,0.03401842664776754,0.3221476510067114,2.3073621094947705,0.01927499885731277,1.2692774592838447
198,frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.13961729270021261,0.14953933380581147,0.0446491849751949,0.3197969543147208,2.138547405393702,0.02377090803703412,1.2503041137332471
405,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",0.14457831325301204,0.06520198440822111,0.04606661941885188,0.3186274509803922,4.886775362318842,0.03663982649236208,1.3719337782785819
566,frozenset({'PLASTERS IN TIN STRONGMAN'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.07583274273564848,0.04606661941885188,0.024096385542168676,0.3177570093457944,6.897771387491013,0.02060302744307785,1.3982311194819568
1,frozenset({'6 RIBBONS RUSTIC CHARM'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.06520198440822111,0.111268603827073,0.020552799433026223,0.31521739130434784,2.8329410135696484,0.013297865661168876,1.2978299753636395
418,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN SPACEBOY'})",frozenset({'SPACEBOY LUNCH BOX'}),0.06520198440822111,0.10559886605244508,0.020552799433026223,0.31521739130434784,2.9850452290633207,0.01366754381514887,1.3061095924313502
474,"frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS', 'ROUND SNACK BOXES SET OF4 WOODLAND'})",frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.1105598866052445,0.13961729270021261,0.03472714386959603,0.3141025641025641,2.2497396850188727,0.01929107182052929,1.2543897414838021
225,frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.14457831325301204,0.07583274273564848,0.04535790219702339,0.3137254901960785,4.137071651090343,0.03439413216295373,1.346643717728055
19,frozenset({'BAKING SET 9 PIECE RETROSPOT'}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.06591070163004961,0.03330970942593905,0.020552799433026223,0.3118279569892473,9.36147334706017,0.018357333113669504,1.4047218284904321
357,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),"frozenset({'PLASTERS IN TIN WOODLAND ANIMALS', 'PLASTERS IN TIN SPACEBOY'})",0.06591070163004961,0.07087172218284904,0.020552799433026223,0.3118279569892473,4.39989247311828,0.01588159449822469,1.3501395287030475
104,frozenset({'LUNCH BAG SPACEBOY DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06591070163004961,0.058823529411764705,0.020552799433026223,0.3118279569892473,5.301075268817204,0.016675699337140953,1.3676470588235292
130,frozenset({'LUNCH BAG WOODLAND'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.09780297661233169,0.14953933380581147,0.03047484053862509,0.3115942028985507,2.08369393502301,0.01584944857179165,1.2354060203662949
243,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.09780297661233169,0.14457831325301204,0.03047484053862509,0.3115942028985507,2.1551932367149758,0.016334651148890388,1.2426125554850984
292,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.09780297661233169,0.14953933380581147,0.03047484053862509,0.3115942028985507,2.08369393502301,0.01584944857179165,1.2354060203662949
192,frozenset({'RED RETROSPOT MINI CASES'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE'}),0.07087172218284904,0.13961729270021261,0.021970233876683204,0.31,2.2203553299492387,0.012075315896512218,1.2469314598547645
449,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS'}),0.08291991495393337,0.14953933380581147,0.025513819985825654,0.3076923076923077,2.0576011666059064,0.013114031144379912,1.2284431845027166
